box_id,monitor_x,boundary,target_coord,actual_coord,gp_id,x,y,z
sub_2608,2608.0,xmin,2558.0,2558.0,61525,2558.0,4796.0,206.58333333333334
sub_2608,2608.0,xmin,2558.0,2558.0,63282,2558.0,4796.0,208.16666666666666
sub_2608,2608.0,xmin,2558.0,2558.0,65039,2558.0,4796.0,209.75
sub_2608,2608.0,xmin,2558.0,2558.0,66796,2558.0,4796.0,211.33333333333334
sub_2608,2608.0,xmin,2558.0,2558.0,68553,2558.0,4796.0,212.91666666666666
sub_2608,2608.0,xmin,2558.0,2558.0,70310,2558.0,4796.0,214.5
sub_2608,2608.0,xmin,2558.0,2558.0,141845,2558.0,4796.0,215.0
sub_2608,2608.0,xmin,2558.0,2558.0,143602,2558.0,4796.0,215.5
sub_2608,2608.0,xmin,2558.0,2558.0,145359,2558.0,4796.0,216.0
sub_2608,2608.0,xmin,2558.0,2558.0,147116,2558.0,4796.0,216.5
sub_2608,2608.0,xmin,2558.0,2558.0,148873,2558.0,4796.0,217.0
sub_2608,2608.0,xmin,2558.0,2558.0,150630,2558.0,4796.0,217.5
sub_2608,2608.0,xmin,2558.0,2558.0,152387,2558.0,4796.0,218.0
sub_2608,2608.0,xmin,2558.0,2558.0,154144,2558.0,4796.0,218.5
sub_2608,2608.0,xmin,2558.0,2558.0,155901,2558.0,4796.0,219.0
sub_2608,2608.0,xmin,2558.0,2558.0,157658,2558.0,4796.0,219.5
sub_2608,2608.0,xmin,2558.0,2558.0,159415,2558.0,4796.0,220.0
sub_2608,2608.0,xmin,2558.0,2558.0,253540,2558.0,4796.0,222.16666666666666
sub_2608,2608.0,xmin,2558.0,2558.0,255297,2558.0,4796.0,224.33333333333334
sub_2608,2608.0,xmin,2558.0,2558.0,257054,2558.0,4796.0,226.5
sub_2608,2608.0,xmin,2558.0,2558.0,258811,2558.0,4796.0,228.66666666666666
sub_2608,2608.0,xmin,2558.0,2558.0,260568,2558.0,4796.0,230.83333333333334
sub_2608,2608.0,xmin,2558.0,2558.0,262325,2558.0,4796.0,233.0
sub_2608,2608.0,xmin,2558.0,2558.0,316290,2558.0,4796.0,238.9612518628912
sub_2608,2608.0,xmin,2558.0,2558.0,15090,2558.0,4797.0,196.48648648648648
sub_2608,2608.0,xmin,2558.0,2558.0,16847,2558.0,4797.0,205.0
sub_2608,2608.0,xmin,2558.0,2558.0,61776,2558.0,4797.0,206.58333333333334
sub_2608,2608.0,xmin,2558.0,2558.0,63533,2558.0,4797.0,208.16666666666666
sub_2608,2608.0,xmin,2558.0,2558.0,65290,2558.0,4797.0,209.75
sub_2608,2608.0,xmin,2558.0,2558.0,67047,2558.0,4797.0,211.33333333333334
sub_2608,2608.0,xmin,2558.0,2558.0,68804,2558.0,4797.0,212.91666666666666
sub_2608,2608.0,xmin,2558.0,2558.0,70561,2558.0,4797.0,214.5
sub_2608,2608.0,xmin,2558.0,2558.0,142096,2558.0,4797.0,215.0
sub_2608,2608.0,xmin,2558.0,2558.0,143853,2558.0,4797.0,215.5
